PERMNO,start,ending,TICKER,EXCHCD,date,enddate,npermno,ric
79718,20000629,20060103,MERQ,3,19931029,20121231,1,MERQ.O
87842,20001211,20121231,MET,1,20000405,20121231,1,MET.N
77976,20081223,20110228,MFE,1,20040701,20121231,1,MFE.N
17478,19570301,20121231,MHP,1,19620702,20121231,1,MHP.N
89813,20030820,20120403,MHS,1,20030820,20121231,1,MHS.N
51706,20020211,20110705,MI,1,19991112,20121231,1,MI.N
54181,19880714,20100714,MIL,1,19871223,20121231,1,MIL.N
60441,19970807,20000531,MIR,1,19910603,20121231,2,MIR.N
88601,20010403,20030716,MIR,1,20010122,20121231,2,MIR.N
92890,20091221,20121231,MJN,1,20090211,20121231,1,MJN.N
52090,20030321,20121231,MKC,1,19990525,20121231,1,MKC.N
12511,19750206,20001017,MKG,1,19940316,20121231,1,MKG.N
45751,19870806,20121231,MMC,1,19680216,20121231,1,MMC.N
12456,20110104,20120524,MMI,1,20110104,20121231,1,MMI.N
22592,19570301,20121231,MMM,1,19620702,20121231,1,MMM.N
84342,20010604,20111216,MNST,3,20030501,20081110,2,MNST.O
88031,20120629,20121231,MNST,3,20120109,20121231,2,MNST.O
13901,19570301,20121231,MO,1,19620702,20121231,1,MO.N
54827,19991201,20121231,MOLX,3,19721214,20121231,1,MOLX.O
88668,20020814,20121231,MON,1,20001018,20121231,1,MON.N
90386,20110926,20121231,MOS,1,20041025,20121231,1,MOS.N
22779,19570301,20121231,MOT,1,19620702,20110104,1,MOT.N
12872,20110701,20121231,MPC,1,20110701,20121231,1,MPC.N
22752,19570301,20121231,MRK,1,19620702,20121231,1,MRK.N
15069,19251231,20121231,MRO,1,19910412,20121231,1,MRO.N
10107,19940607,20121231,MSFT,3,19860313,20121231,1,MSFT.O
22779,19570301,20121231,MSI,1,20110104,20121231,1,MSI.N
35554,20040227,20121231,MTB,1,19980601,20121231,1,MTB.N
76804,19960719,20081030,MTG,1,19910807,20121231,1,MTG.N
51263,20071116,20090831,MTW,1,19930527,20121231,1,MTW.N
53613,19940927,20121231,MU,1,19901130,20091230,1,MU.N
53613,19940927,20121231,MU,3,20091230,20121231,1,MU.O
28345,20050815,20121231,MUR,1,19620702,20121231,1,MUR.N
69032,19950922,20121231,MWD,1,19970602,20121231,1,MWD.N
21186,19570301,20121231,MWV,1,20020130,20121231,1,MWV.N
84342,20010604,20111216,MWW,1,20081110,20121231,1,MWW.N
11896,20000510,20070926,MXIM,3,19880229,20121231,1,MXIM.O
13119,19601214,20060331,MYG,1,19620702,20121231,1,MYG.N
69550,20040423,20121231,MYL,1,19860415,20081229,1,MYL.N
69550,20040423,20121231,MYL,3,20081229,20121231,1,MYL.O
22680,19540420,20000628,MZ,1,19981006,20121231,1,MZ.N
12546,19251231,20020719,N,1,19620702,20121231,1,N.N
12503,19251231,20061219,NAV,1,19860220,20121231,1,NAV.N
61815,20071008,20121231,NBL,1,19800610,20121231,1,NBL.N
29102,20001018,20121231,NBR,1,20051103,20121231,1,NBR.N
29102,20001018,20121231,NBR,2,19890307,20051103,1,NBR.A
28118,19620425,20000602,NC,1,19690401,20121231,1,NC.N
56232,19940927,20081231,NCC,1,19881025,20121231,1,NCC.N
22613,19981103,20000818,NCE,1,19970804,20121231,1,NCE.N
84372,20000103,20070928,NCR,1,19970102,20121231,1,NCR.N
90601,20081022,20121231,NDAQ,3,20050210,20121231,1,NDAQ.O
90537,20110118,20121231,NE,1,19960329,20121231,1,NE.N
90537,20010116,20090326,NE,1,19960329,20121231,1,NE.N
24205,19760701,20121231,NEE,1,20100623,20121231,1,NEE.N
21207,19690515,20121231,NEM,1,19620702,20121231,1,NEM.N
77976,20081223,20110228,NET,1,20020212,20040701,1,NET.N
58094,20020717,20061130,NFB,1,19900307,20121231,1,NFB.N
89393,20101220,20121231,NFLX,3,20020523,20121231,1,NFLX.O
79915,20101220,20121231,NFX,1,19931112,20121231,1,NFX.N
76597,19980915,20001211,NGH,1,19990615,20121231,1,NGH.N
38762,20001102,20121231,NI,1,19621219,20121231,1,NI.N
57665,19881103,20121231,NKE,1,19901017,20121231,1,NKE.N
77644,19960401,20000105,NLV,1,19970728,20121231,1,NLV.N
24184,19570301,20020131,NMK,1,19620702,20121231,1,NMK.N
24766,19850613,20121231,NOC,1,19620702,20121231,1,NOC.N
84032,20050314,20121231,NOI,1,19961029,20050314,1,NOI.N
84032,20050314,20121231,NOV,1,20050314,20121231,1,NOV.N
90609,19911101,20110427,NOVL,3,19850117,20121231,1,NOVL.O
90071,20100129,20121231,NRG,1,20040325,20121231,1,NRG.N
64311,19820603,20121231,NSC,1,19820625,20121231,1,NSC.N
22066,19861204,20011130,NSI,1,19840404,20121231,1,NSI.N
51377,19761209,20110923,NSM,1,19730117,20121231,1,NSM.N
58640,19801120,20020719,NT,1,19760301,20121231,1,NT.N
82598,19990625,20121231,NTAP,3,19951121,20121231,1,NTAP.O
58246,19980130,20121231,NTRS,3,19721214,20121231,1,NTRS.O
44206,20090317,20121231,NU,1,19670220,20121231,1,NU.N
34817,19850418,20121231,NUE,1,19720712,20121231,1,NUE.N
86580,20011130,20121231,NVDA,3,19990122,20121231,1,NVDA.O
12067,20000619,20120604,NVLS,3,19880811,20121231,1,NVLS.O
60986,19890427,20121231,NWL,1,19790628,20121231,1,NWL.N
90441,20041220,20121231,NWS,1,20041112,20081229,1,NWS.N
90441,20041220,20121231,NWSA,3,20081229,20121231,1,NWSA.O
77284,19980401,20050812,NXTL,3,19970203,20121231,1,NXTL.O
47466,19841123,20101217,NYT,1,19970925,20121231,1,NYT.N
91143,20071025,20121231,NYX,1,20060308,20121231,1,NYX.N
24539,19570301,20010802,OAT,1,19620702,20121231,1,OAT.N
75573,19990624,20101217,ODP,1,19911211,20121231,1,ODP.N
77157,19970801,20001208,OI,1,19911211,20121231,1,OI.N
77157,20090102,20121231,OI,1,19911211,20121231,1,OI.N
59345,19991202,20010330,OK,1,19981202,20121231,1,OK.N
25232,19570301,20010829,OKE,1,19801210,20121231,1,OKE.N
25232,20100315,20121231,OKE,1,19801210,20121231,1,OKE.N
30681,19971224,20121231,OMC,1,19900627,20121231,1,OMC.N
42024,19700423,20080620,OMX,1,20041101,20121231,1,OMX.N
65138,19880428,20040630,ONE,1,19830929,20121231,1,ONE.N
10104,19890803,20121231,ORCL,3,19860312,20121231,1,ORCL.O
79103,20090327,20121231,ORLY,3,19930423,20121231,1,ORLY.O
24811,19570301,20000929,OWC,1,19960801,20121231,1,OWC.N
34833,19821209,20121231,OXY,1,19640303,20121231,1,OXY.N
87800,20000728,20020813,PALM,3,20000302,20031029,1,PALM.O
61621,19981001,20121231,PAYX,3,19830826,20121231,1,PAYX.O
12073,20081113,20121231,PBCT,3,19880706,20121231,1,PBCT.O
86756,20010514,20100226,PBG,1,19990331,20121231,1,PBG.N
24459,19570301,20121231,PBI,1,19620702,20121231,1,PBI.N
35238,19900814,20000331,PBY,1,19830624,20121231,1,PBY.N
60506,19801002,20121231,PCAR,3,19720201,20121231,1,PCAR.O
87055,19931022,20121231,PCCW,3,19931022,20121231,1,PCCW.O
13688,19251231,20121231,PCG,1,19620702,20121231,1,PCG.N
49744,19700423,20010706,PCH,1,19730427,20101217,1,PCH.N
49744,19700423,20010706,PCH,3,20101217,20121231,1,PCH.O
75592,20020117,20121231,PCL,1,19890602,20121231,1,PCL.N
86783,20091106,20121231,PCLN,3,19990330,20121231,1,PCLN.O
63830,20070601,20121231,PCP,1,19891020,20121231,1,PCP.N
86414,19981124,20040422,PCS,1,19981124,20121231,2,PCS.N
91937,20090630,20121231,PCS,1,20070419,20121231,2,PCS.N
17806,19570301,20070319,PD,1,19620702,20121231,1,PD.N
78034,20051011,20121231,PDCO,3,19921028,20121231,1,PDCO.O
